audit_file,nneg,npos,outpath,outdir
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R6/POH4_27Aug14/POH4_27Aug14_audit_Sep25audit_HAPE_dnn16Apr.fig,4,2,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R6/POH4_27Aug14/POH4_27Aug14_audit_Sep25audit_HAPE_dnn16Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R6/POH4_27Aug14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/Lehua1_29Aug14/Lehua1_29Aug14_audit_HAPE_21Apr14.fig,49,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/Lehua1_29Aug14/Lehua1_29Aug14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/Lehua1_29Aug14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/Lehua10_29Aug14/Lehua10_29Aug14_audit_HAPE_21Apr14.fig,22,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/Lehua10_29Aug14/Lehua10_29Aug14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/Lehua10_29Aug14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/Lehua2_29Aug14/Lehua2_29Aug14_audit_HAPE_21Apr14.fig,47,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/Lehua2_29Aug14/Lehua2_29Aug14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/Lehua2_29Aug14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/Lehua3_29Aug14/Lehua3_29Aug14_audit_HAPE_21Apr14.fig,43,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/Lehua3_29Aug14/Lehua3_29Aug14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/Lehua3_29Aug14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/Lehua4_29Aug14/Lehua4_29Aug14_audit_HAPE_21Apr14.fig,24,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/Lehua4_29Aug14/Lehua4_29Aug14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/Lehua4_29Aug14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/Lehua5_29Aug14/Lehua5_29Aug14_audit_HAPE_21Apr14.fig,35,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/Lehua5_29Aug14/Lehua5_29Aug14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/Lehua5_29Aug14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/Lehua6_29Aug14/Lehua6_29Aug14_audit_HAPE_21Apr14.fig,26,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/Lehua6_29Aug14/Lehua6_29Aug14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/Lehua6_29Aug14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/Lehua7_29Aug14/Lehua7_29Aug14_audit_HAPE_21Apr14.fig,33,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/Lehua7_29Aug14/Lehua7_29Aug14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/Lehua7_29Aug14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/Lehua8_29Aug14/Lehua8_29Aug14_audit_HAPE_21Apr14.fig,20,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/Lehua8_29Aug14/Lehua8_29Aug14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/Lehua8_29Aug14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/Lehua9_29Aug14/Lehua9_29Aug14_audit_HAPE_21Apr14.fig,27,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/Lehua9_29Aug14/Lehua9_29Aug14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/Lehua9_29Aug14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/MANOA1_2Oct14/MANOA1_2Oct14_audit_HAPE_21Apr14.fig,10,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/MANOA1_2Oct14/MANOA1_2Oct14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/MANOA1_2Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/NBOG1_2Oct14/NBOG1_2Oct14_audit_HAPE_21Apr14.fig,5,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/NBOG1_2Oct14/NBOG1_2Oct14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/NBOG1_2Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/NBOG2_2Oct14/NBOG2_2Oct14_audit_HAPE_21Apr14.fig,4,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/NBOG2_2Oct14/NBOG2_2Oct14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/NBOG2_2Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/NBOG3_2Oct14/NBOG3_2Oct14_audit_HAPE_21Apr14.fig,1,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/NBOG3_2Oct14/NBOG3_2Oct14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/NBOG3_2Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/POH1_3Oct14/POH1_3Oct14_audit_HAPE_21Apr14.fig,6,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/POH1_3Oct14/POH1_3Oct14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/POH1_3Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/POH2_3Oct14/POH2_3Oct14_audit_HAPE_21Apr14.fig,5,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/POH2_3Oct14/POH2_3Oct14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/POH2_3Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/POH3_3Oct14/POH3_3Oct14_audit_HAPE_21Apr14.fig,6,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/POH3_3Oct14/POH3_3Oct14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/POH3_3Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/POH4_3Oct14/POH4_3Oct14_audit_HAPE_21Apr14.fig,6,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/POH4_3Oct14/POH4_3Oct14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/POH4_3Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/ROVFW1_10Sept14/ROVFW1_10Sept14_audit_HAPE_21Apr14.fig,24,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/ROVFW1_10Sept14/ROVFW1_10Sept14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/ROVFW1_10Sept14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/ROVFW2_10Sept14/ROVFW2_10Sept14_audit_HAPE_21Apr14.fig,88,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/ROVFW2_10Sept14/ROVFW2_10Sept14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/ROVFW2_10Sept14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/ROVFW3_10Sept14/ROVFW3_10Sept14_audit_HAPE_21Apr14.fig,85,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/ROVFW3_10Sept14/ROVFW3_10Sept14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/ROVFW3_10Sept14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/ROVFW4_10Sept14/ROVFW4_10Sept14_audit_HAPE_21Apr14.fig,15,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/ROVFW4_10Sept14/ROVFW4_10Sept14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/ROVFW4_10Sept14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/ROVFW6_10Sept14/ROVFW6_10Sept14_audit_HAPE_21Apr14.fig,61,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/ROVFW6_10Sept14/ROVFW6_10Sept14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/ROVFW6_10Sept14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/ROVFW7_10Sept14/ROVFW7_10Sept14_audit_HAPE_21Apr14.fig,53,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/ROVFW7_10Sept14/ROVFW7_10Sept14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/ROVFW7_10Sept14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/ROVFW8_10Sept14/ROVFW8_10Sept14_audit_HAPE_21Apr14.fig,57,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/ROVFW8_10Sept14/ROVFW8_10Sept14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/ROVFW8_10Sept14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/ROVFW9_10Sept14/ROVFW9_10Sept14_audit_HAPE_21Apr14.fig,41,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/ROVFW9_10Sept14/ROVFW9_10Sept14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/ROVFW9_10Sept14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/ULP1_8Oct14/ULP1_8Oct14_audit_HAPE_21Apr14.fig,4,2,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/ULP1_8Oct14/ULP1_8Oct14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/ULP1_8Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/ULP10_8Oct14/ULP10_8Oct14_audit_HAPE_21Apr14.fig,2,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/ULP10_8Oct14/ULP10_8Oct14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/ULP10_8Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/ULP2_8Oct14/ULP2_8Oct14_audit_HAPE_21Apr14.fig,9,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/ULP2_8Oct14/ULP2_8Oct14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/ULP2_8Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/ULP3_8Oct14/ULP3_8Oct14_audit_HAPE_21Apr14.fig,4,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/ULP3_8Oct14/ULP3_8Oct14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/ULP3_8Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/ULP4_8Oct14/ULP4_8Oct14_audit_HAPE_21Apr14.fig,6,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/ULP4_8Oct14/ULP4_8Oct14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/ULP4_8Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/ULP5-_8Oct14/ULP5-_8Oct14_audit_HAPE_21Apr14.fig,8,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/ULP5-_8Oct14/ULP5-_8Oct14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/ULP5-_8Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/ULP6_8Oct14/ULP6_8Oct14_audit_HAPE_21Apr14.fig,5,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/ULP6_8Oct14/ULP6_8Oct14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/ULP6_8Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/ULP7_8Oct14/ULP7_8Oct14_audit_HAPE_21Apr14.fig,7,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/ULP7_8Oct14/ULP7_8Oct14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/ULP7_8Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/ULP8_8Oct14/ULP8_8Oct14_audit_HAPE_21Apr14.fig,5,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/ULP8_8Oct14/ULP8_8Oct14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/ULP8_8Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R7/ULP9_8Oct14/ULP9_8Oct14_audit_HAPE_21Apr14.fig,3,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R7/ULP9_8Oct14/ULP9_8Oct14_audit_HAPE_21Apr14.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R7/ULP9_8Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R8/MAHALEPU1_24Oct14/MAHALEPU1_24Oct14_audit_HAPE_21Apr.fig,1388,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R8/MAHALEPU1_24Oct14/MAHALEPU1_24Oct14_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R8/MAHALEPU1_24Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R8/PIHEA1_24Oct14/PIHEA1_24Oct14_audit_HAPE_21Apr.fig,9,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R8/PIHEA1_24Oct14/PIHEA1_24Oct14_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R8/PIHEA1_24Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R8/PIHEA1_24Oct14/PIHEA1_24Oct14_audit_HAPE_21Apr_bkp.fig,18,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R8/PIHEA1_24Oct14/PIHEA1_24Oct14_audit_HAPE_21Apr_bkp.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R8/PIHEA1_24Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R8/PIHEA2_23Oct14/PIHEA2_23Oct14_audit_HAPE_21Apr.fig,22,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R8/PIHEA2_23Oct14/PIHEA2_23Oct14_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R8/PIHEA2_23Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R8/PIHEA3_23Oct14/PIHEA3_23Oct14_audit_HAPE_21Apr.fig,11,2,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R8/PIHEA3_23Oct14/PIHEA3_23Oct14_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R8/PIHEA3_23Oct14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R8/PIHEA4_23Sept14/PIHEA4_23Sept14_audit_HAPE_21Apr.fig,8,7,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2014_R8/PIHEA4_23Sept14/PIHEA4_23Sept14_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2014_R8/PIHEA4_23Sept14
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2015_R4/KROV1_4September15/KROV1_4September15_audit_HAPE_21Apr.fig,1388,3,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2015_R4/KROV1_4September15/KROV1_4September15_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2015_R4/KROV1_4September15
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2015_R4/KROV3_2September15/KROV3_2September15_audit_HAPE_21Apr.fig,381,5,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2015_R4/KROV3_2September15/KROV3_2September15_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2015_R4/KROV3_2September15
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2015_R4/KROV8_27August15/KROV8_27August15_audit_HAPE_21Apr.fig,1,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2015_R4/KROV8_27August15/KROV8_27August15_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2015_R4/KROV8_27August15
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2015_R4/NBOG1_4September15/NBOG1_4September15_audit_HAPE_21Apr.fig,6,7,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2015_R4/NBOG1_4September15/NBOG1_4September15_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2015_R4/NBOG1_4September15
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2015_R4/NBOG10_4September15/NBOG10_4September15_audit_HAPE_21Apr.fig,5,11,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2015_R4/NBOG10_4September15/NBOG10_4September15_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2015_R4/NBOG10_4September15
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2015_R4/NBOG2_4September15/NBOG2_4September15_audit_HAPE_21Apr.fig,5,3,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2015_R4/NBOG2_4September15/NBOG2_4September15_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2015_R4/NBOG2_4September15
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2015_R4/NBOG4_4September15/NBOG4_4September15_audit_HAPE_21Apr.fig,2,6,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2015_R4/NBOG4_4September15/NBOG4_4September15_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2015_R4/NBOG4_4September15
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2015_R4/NBOG5_4September15/NBOG5_4September15_audit_HAPE_21Apr.fig,2,8,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2015_R4/NBOG5_4September15/NBOG5_4September15_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2015_R4/NBOG5_4September15
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2015_R4/NBOG6_4September15/NBOG6_4September15_audit_HAPE_21Apr.fig,9,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2015_R4/NBOG6_4September15/NBOG6_4September15_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2015_R4/NBOG6_4September15
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2015_R4/NBOG7_4September15/NBOG7_4September15_audit_HAPE_21Apr.fig,2,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2015_R4/NBOG7_4September15/NBOG7_4September15_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2015_R4/NBOG7_4September15
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2015_R4/NBOG8_4September15/NBOG8_4September15_audit_HAPE_21Apr.fig,3,2,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2015_R4/NBOG8_4September15/NBOG8_4September15_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2015_R4/NBOG8_4September15
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2015_R4/NBOG9_4September15/NBOG9_4September15_audit_HAPE_21Apr.fig,6,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2015_R4/NBOG9_4September15/NBOG9_4September15_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2015_R4/NBOG9_4September15
\\NAS1\NAS1_2Jun14/Figs/KESRP_ULPHONO_2015_R4/PIHEA2_10September15/PIHEA2_10September15_audit_HAPE_21Apr.fig,5,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KESRP_ULPHONO_2015_R4/PIHEA2_10September15/PIHEA2_10September15_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KESRP_ULPHONO_2015_R4/PIHEA2_10September15
